posFeature,negFeature
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:241,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:148
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:241,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:51
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:241,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:77
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:701,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:164
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:701,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:172
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:251,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:58
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:251,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:45
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:251,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:54
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:251,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:35
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:277,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:71
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:152
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:4
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:20
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:7
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:362,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:164
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:362,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:172
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:362,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:226
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:186
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:150
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:24
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:14
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:29
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:62
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:3,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:113
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:395,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:39
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:46,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:169
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:46,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:102
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:46,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:13
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:483,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:12
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:483,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:26
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:424,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:97
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:839,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:272
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:839,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:22
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:671,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:164
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:671,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:172
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:682,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:123
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:682,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:98
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:682,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:140
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:682,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:88
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:682,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:156
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:722,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:58
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:722,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:45
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:722,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:54
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:722,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:35
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:628,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:290
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:11
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:248
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:48
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:85
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:147
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:211,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:215
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:348,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:127
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:525,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:189
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:537,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:123
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:537,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:98
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:537,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:140
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:537,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:88
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:537,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:156
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:636,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:128
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:11
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:248
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:48
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:85
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:147
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:807,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:215
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:886,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:46
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:910,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:290
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:143,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:14
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:99,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:44
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:264,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:57
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:163,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:7
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:163,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:52
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:163,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:5
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:36,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:25
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:36,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:12
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:36,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:13
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:36,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:83
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:47,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:25
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:47,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:12
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:47,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:13
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:47,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:83
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:55,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:3
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:61,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:7
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:61,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:52
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:61,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:5
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:1,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:53
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:224,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:85
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:277,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:55
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:277,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:119
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:25
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:12
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:13
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:28,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:83
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:309,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:87
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:309,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:54
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:373,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:87
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:373,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:54
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:204,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:74
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:204,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:75
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_pos.mgf:scan:337,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_B06_features_ms2_neg.mgf:scan:10
